Price,Title,Fuel,Mileage,Year
49 500,Fiat Tipo 5 portes,Essence,68000.0,2021
49 500,Renault Clio,Diesel,138000.0,2020
99 000,Mercedes-Benz Classe C,Essence,158000.0,2015
39 500,Suzuki Celerio,Essence,0.0,2024
48 500,Volkswagen Golf 7,Essence,153000.0,2015
59 500,Renault Megane,Diesel,148000.0,2021
45 500,Peugeot 208 Style,Diesel,128000.0,2020
78 000,Audi Q5 S-line,Diesel,270000.0,2014
38 500,Citroën C1 Importée Tn245,Essence,56000.0,2021
76 000,Haval H6 Luxury,Essence,138000.0,2021
79 000,Peugeot 3008,Diesel,148000.0,2020
57 000,Volkswagen Amarok TDI 4*4,Diesel,198000.0,2012
145 000,Mercedes-Benz CLA AMG,Diesel,138000.0,2020
118 000,Mercedes-Benz CLA Importée Tn245,Diesel,138000.0,2020
149 000,Mercedes-Benz CLA,Essence,87000.0,2021
110 000,Volkswagen Golf 8 STYLE 1.5 BVA eTSI  importée,Essence,87000.0,2021
98 000,KIA Sportage GT-Line,Diesel,119000.0,2019
99 000,Haval H6,Essence,16000.0,2022
185 000,BMW Série 5 Pack M,Essence,70000.0,2021
107 000,BMW Série 4 Gran Coupé,Essence,53000.0,2020
30 000,Hyundai Grand i10 Sedan,Essence,150000.0,2017
135 000,Mercedes-Benz Classe C AMG +,Essence,146000.0,2015
95 000,Volkswagen Golf 8 Active,Essence,69000.0,2021
420 000,Mercedes-Benz GLE Coupé,Diesel,54000.0,2020
115 000,Mazda CX-5 High Grade,Essence,63000.0,2019
65 000,MG ZS,Essence,65000.0,2019
70 000,Seat Leon,Essence,61847.0,2020
97 000,Mercedes-Benz CLA Urban,Essence,125043.0,2018
150 000,KIA Sportage Hybride GT-Line,Hybride,36000.0,2023
54 000,KIA Rio 5p SX,Essence,68954.0,2019
75 000,Volkswagen Golf 7 Highline,Essence,26043.0,2016
87 000,Volkswagen Golf 8 Life,Essence,70001.0,2020
175 000,Toyota Land Cruiser,Diesel,142060.0,2010
69 000,Volkswagen Golf 7 Confortline,Essence,169452.0,2019
40 000,BMW Série 1,Essence,131766.0,2009
165 000,Mercedes-Benz Classe E AMG,Essence,55001.0,2019
275 000,Mercedes-Benz Classe C AMG +,Essence,0.0,2024
235 000,Mercedes-Benz GLA La nouvelle Gla 250e AMG,Hybride,10730.0,2023
390 000,Mercedes-Benz Classe E AMG,Essence,10776.0,2023
65 000,BMW X3 Luxury Line,Diesel,186000.0,2006
185 000,Mercedes-Benz Classe C AMG,Essence,50893.0,2022
43 000,KIA Picanto Populaire,Essence,3805.0,2021
36 000,Lada 4x4 Urban,Essence,24387.0,2018
126 000,Haval H6,Essence,12442.0,2023
51 000,Nissan Juke Tekna,Essence,163166.0,2014
160 000,Mitsubishi Pajero LIMITED EDITION,Diesel,20742.0,2023
169 900,Mercedes-Benz CLA AMG Edition 1,Hybride,31235.0,2021
64 000,Peugeot 308 GT-Line GT-Line,Diesel,96300.0,2020
129 000,Toyota Prado,Diesel,199425.0,2003
135 000,Mini 5 portes,Essence,18000.0,2021
62 000,BMW Série 3 coupé,Essence,156000.0,2010
30 000,Mahindra KUV 100 K6+,Essence,63000.0,2021
93 000,Haval Jolion 1 ere,Essence,30000.0,2023
126 000,Peugeot 308,Diesel,48000.0,2023
198 000,Volkswagen Tiguan R-Line,Essence,54723.0,2023
59 000,Peugeot Expert,Diesel,139199.0,2019
138 000,Volkswagen Golf 8 R-Line,Hybride,36651.0,2022
48 000,Mini Cabrio,Essence,86111.0,2010
61 000,KIA Picanto 1 ère main,Essence,0.0,2024
275 000,Porsche Cayman S,Essence,39508.0,2008
54 000,Seat Ibiza,Essence,99519.0,2021
119 000,Toyota Land Cruiser,Diesel,316620.0,2003
230 000,Mercedes-Benz GLC Coupé AMG,Hybride,82415.0,2020
65 000,Mercedes-Benz Classe C AMG,Essence,249000.0,2011
178 000,Mercedes-Benz Classe C,Essence,30570.0,2021
71 000,Peugeot 3008,Essence,105000.0,2017
225 000,Mercedes-Benz CLA AMG,Hybride,1000.0,2024
88 000,Volkswagen Golf 8,Essence,85181.0,2020
79 000,Volkswagen Golf 7 Join,Essence,86000.0,2018
78 000,Volkswagen T-roc,Essence,74107.0,2019
36 000,Renault Symbol,Essence,115000.0,2020
185 000,Mercedes-Benz CLA AMG,Hybride,18500.0,2023
135 000,Mercedes-Benz Classe A AMG,Essence,68000.0,2018
65 000,BMW Série 3 Luxury,Essence,112000.0,2013
110 000,Audi Q5 S-line,Diesel,176000.0,2015
145 000,Mercedes-Benz Classe C AMG,Diesel,145000.0,2019
50 000,Peugeot 2008 Allure Toit Cielo Blanc Nacré,Essence,125000.0,2018
119 000,Mercedes-Benz Classe A AMG,Diesel,141000.0,2019
145 000,Volkswagen Golf 8 GTE,Hybride,26000.0,2021
220 000,Mercedes-Benz CLA AMG,Hybride,6000.0,2024
78 000,Mercedes-Benz Classe A AMG Premium,Essence,131000.0,2013
46 500,KIA Picanto,Essence,28000.0,2021
48 000,Ford Fusion Titanium,Essence,217000.0,2016
49 800,Mini 5 portes Très bon état,Essence,160000.0,2016
45 000,BMW Série 3,Essence,180000.0,2012
60 000,Seat Leon 1.2L,Essence,140000.0,2018
200 000,Land Rover Range Rover Sport,Essence,190000.0,2015
89 000,Peugeot 3008 1.2L,Essence,70000.0,2020
87 000,Volkswagen Golf 8,Essence,58000.0,2022
89 000,KIA Sportage 1.6L Diesel,Diesel,105000.0,2018
55 500,Mercedes-Benz Classe C,Essence,235000.0,2013
47 000,Audi Q5 2.0L,Essence,255000.0,2009
139 000,Volkswagen Golf 8,Essence,40000.0,2023
89 000,Mercedes-Benz Classe C AMG,Essence,164000.0,2014
138 000,Mercedes-Benz Classe E 1.6L,Essence,132000.0,2017
108 000,Seat Leon Xcellence,Essence,37000.0,2023
72 000,Jeep Wrangler 4.0L,Essence,200000.0,1989
38 500,Renault Clio 1.0L,Essence,135000.0,2021
78 500,Audi A3 Sportback 1.2L,Essence,125000.0,2019
119 000,Cupra Formentor 1.5L,Hybride,19000.0,2022
55 500,Ford Fusion 1.6,Essence,90000.0,2017
49 500,Mazda 3,Essence,124000.0,2017
39 500,Nissan Juke,Essence,160000.0,2015
227 000,Volvo XC60 2.0L,Essence,18000.0,2022
39 800,Hyundai Grand i10 1.0L,Essence,57000.0,2021
43 000,Skoda Fabia 1.6L,Essence,137000.0,2018
75 000,BMW Série 5 520,Essence,182000.0,2014
93 000,Volkswagen Golf 8 1.5L,Essence,80000.0,2021
132 000,BMW X2 S drive,Essence,74000.0,2020
73 500,Volkswagen Golf 7 Importé,Essence,40000.0,2020
85 000,BMW X1 1.6L,Essence,126000.0,2016
138 500,BMW Série 1 M,Essence,40000.0,2022
58 500,Citroën Berlingo Utilitaire 1.6L,Diesel,31000.0,2023
38 000,Citroën C3,Essence,92000.0,2018
34 500,Citroën C3 Live,Essence,119000.0,2019
38 000,Citroën C4,Essence,109000.0,2012
88 000,Peugeot 3008 Allure,Essence,38000.0,2019
159 000,Mercedes-Benz Classe C Avantgarde,Essence,27000.0,2022
75 000,Peugeot 3008 Allure,Essence,75000.0,2020
139 000,BMW X4,Diesel,140000.0,2018
65 500,Volkswagen Polo R-Line,Essence,70000.0,2020
69 000,Volkswagen Golf 7 BVA,Essence,200000.0,2020
75 000,BMW Série 1 Pack Sport M,Essence,165000.0,2016
147 000,Hyundai Tucson Top Grade,Essence,40000.0,2022
41 000,Lada 4x4 Urban,Essence,58000.0,2020
205 000,Mercedes-Benz Classe X,Diesel,68000.0,2020
81 000,Seat Arona Xperience,Essence,47000.0,2022
69 000,Toyota Corolla Dynamic,Essence,85000.0,2020
65 000,Fiat 500X Pop Star,Essence,60000.0,2018
115 000,Land Rover Discovery,Essence,170000.0,2015
88 000,Haval Jolion,Essence,40000.0,2021
73 000,Toyota C-HR,Essence,130000.0,2018
92 500,Nissan Juke Tekna,Essence,6000.0,2024
Sous leasing                    255 100,Mercedes-Benz Classe C AMG,Essence,20000.0,2023
129 000,Mercedes-Benz CLA Kit Amg 200,Essence,150000.0,2020
62 000,Seat Ibiza Xcellence,Essence,68000.0,2021
57 500,KIA Rio 5p SX,Essence,70000.0,2020
72 000,MG ZS Luxury,Essence,20000.0,2022
101 000,Chery Tiggo 7 Pro,Essence,0.0,2024
165 000,Audi Q3 BVA,Essence,3000.0,2023
155 000,Peugeot 408 GT,Essence,10000.0,2024
87 000,Jaguar XF Luxury,Essence,120000.0,2014
85 000,BMW Série 6 Face Lift,Essence,190000.0,2009
189 000,Land Rover Range Rover Sport HSE Dynamic,Diesel,300000.0,2016
62 000,KIA Rio 5p GT-Line,Essence,70000.0,2021
188 000,KIA Sportage GT-Line,Hybride,15000.0,2024
225 000,Mercedes-Benz GLA 250e Pack AMG,Hybride,26000.0,2023
39 000,Mahindra Pick-up SC,Diesel,120000.0,2021
69 000,Peugeot 3008,Essence,112000.0,2020
73 000,KIA Rio 5p GT-Line,Essence,9000.0,2023
152 000,Mercedes-Benz Classe C Pack AMG Pack night,Hybride,120000.0,2019
89 000,Peugeot 3008 GT GT-line,Essence,125000.0,2020
77 900,MG HS Luxury,Essence,87000.0,2020
173 000,Mercedes-Benz GLA AMG,Essence,90000.0,2021
87 000,BMW Série 4 Coupé 420i,Essence,180000.0,2015
88 000,Chery Tiggo 7 Pro,Essence,40000.0,2022
98 000,Suzuki Jimny,Essence,20000.0,2023
83 000,Mercedes-Benz CLA Kit AMG,Essence,124000.0,2014
37 500,Citroën C3 Shine,Essence,88000.0,2018
63 000,Mercedes-Benz Classe C coupé AMG,Essence,200000.0,2012
45 000,Renault Clio 4,Essence,120000.0,2021
29 000,Mini 3 portes One,Essence,200000.0,2009
129 000,Hyundai Tucson High Grade,Essence,19000.0,2023
87 000,Nissan Juke Tekna,Essence,53000.0,2021
88 000,Jeep Renegade,Essence,88000.0,2021
152 000,Mercedes-Benz Classe C AMG,Hybride,120000.0,2019
109 000,Ford Mondeo Hybride,Hybride,34000.0,2020
120 000,Land Rover Range Rover Evoque,Diesel,145000.0,2018
59 000,Volkswagen Passat,Essence,160000.0,2016
117 000,Haval H6,Essence,16000.0,2022
85 000,Haval H6 Luxury,Essence,55000.0,2021
105 000,Volkswagen Golf 8 1.4,Essence,40000.0,2022
179 000,Jaguar F-Pace R_Dynamic,Diesel,165000.0,2017
70 000,Renault Kadjar,Essence,140000.0,2018
79 000,Toyota Corolla,Essence,24000.0,2022
47 000,Peugeot 308,Essence,128000.0,2020
167 000,Mercedes-Benz Classe C coupé AMG,Essence,130000.0,2018
47 500,Citroën C3 Shine,Essence,45000.0,2020
40 000,Ford Focus Titanium,Essence,200000.0,2015
178 000,Porsche Panamera,Essence,82000.0,2011
89 000,KIA Seltos,Essence,130000.0,2021
81 000,Seat Ibiza FR,Essence,40000.0,2023
77 000,Alfa Romeo Giulietta,Essence,37000.0,2019
235 000,Land Rover Discovery R-DYNAMIC,Diesel,87000.0,2020
49 000,Volkswagen Golf 7 Confortline,Essence,190000.0,2013
64 500,Renault Megane 4 Diesel,Diesel,125000.0,2020
65 000,KIA Rio 5p GT-Line,Essence,60000.0,2021
35 000,Fiat Fiorino,Diesel,120000.0,2021
75 000,Dacia Duster Techroad,Essence,35000.0,2020
278 000,BMW Série 5 530e Xdrive Pack m,Hybride,50000.0,2021
97 000,BMW Série 4 Gran Coupé 418 Luxury,Essence,133000.0,2016
125 000,Volkswagen Passat R-Line DSG,Essence,40000.0,2022
290 000,Toyota Hilux Double Cabine Gr Sport,Diesel,7000.0,2024
91 000,Toyota C-HR,Essence,55000.0,2022
109 000,Audi A5 Sportback S-Line,Essence,120000.0,2019
80 000,Peugeot 2008,Diesel,100000.0,2021
Sous leasing                    59 700,KIA Rio 5p,Essence,85000.0,2022
91 000,Honda CR-V,Essence,67000.0,2018
295 000,Audi Q5 S-line,Diesel,40000.0,2021
107 000,KIA Sportage Hybride,Hybride,114000.0,2021
128 000,KIA Sportage GT-Line,Diesel,19000.0,2021
76 000,Dacia Duster Techroad,Essence,34000.0,2020
660 000,Mercedes-Benz Classe S AMG,Hybride,3000.0,2022
455 000,BMW X5 Hybride Xdrive E45,Hybride,19000.0,2021
138 000,Hyundai Tucson Hybride Xcellence,Hybride,120000.0,2022
75 000,BMW Série 1 I Pack Sport,Essence,200000.0,2019
105 000,KIA Sportage GT-Line,Diesel,140000.0,2017
235 000,Mercedes-Benz Classe C AMG,Essence,50000.0,2023
120 000,Jaguar XE,Diesel,140000.0,2017
72 000,Peugeot Rifter,Diesel,95000.0,2020
110 000,BMW Série 7 740LI,Essence,98000.0,2010
72 000,Peugeot Rifter 5 places,Diesel,95000.0,2020
187 000,Land Rover Range Rover Evoque Hybride,Diesel,50000.0,2019
115 000,Ford Mondeo Hybride,Hybride,32000.0,2020
64 000,KIA Rio 5p GT-Line,Essence,64000.0,2021
169 000,Mercedes-Benz GLC AMG,Essence,115000.0,2017
57 000,Mini 5 portes One,Essence,78000.0,2016
48 000,Citroën C3 Shine,Essence,28000.0,2020
85 000,Audi A3 Berline,Essence,50000.0,2019
83 500,KIA Sportage,Essence,127000.0,2019
Non dédouané                    235 000,Mercedes-Benz GLA AMG,Essence,12000.0,2023
95 000,Audi Q3,Essence,95000.0,2017
210 000,Mercedes-Benz GLB 200 d,Diesel,111000.0,2021
58 000,Audi A4 Face_lift,Essence,143000.0,2016
95 000,Land Rover Range Rover Evoque Face_lift,Essence,170000.0,2016
135 000,BMW Série 1 Pack M,Essence,40000.0,2020
195 000,Land Rover Range Rover Evoque Hybride,Diesel,40000.0,2019
79 000,Haval H6 Luxury,Essence,120000.0,2020
105 000,Iveco Daily Simple Cabine,Diesel,40000.0,2022
128 000,Land Rover Discovery Sport,Diesel,128000.0,2017
90 000,Haval H6 Luxury,Essence,40000.0,2021
98 000,KIA Sportage Hybride,Hybride,140000.0,2020
85 000,KIA Sportage,Essence,125000.0,2019
137 000,Hyundai Tucson Hybride,Hybride,80000.0,2021
165 000,Audi Q5 QUATTRO 40 TDI,Diesel,170000.0,2019
43 500,Fiat Panda City Cross,Essence,52000.0,2020
45 000,Volkswagen Golf 6 Match,Diesel,240000.0,2012
228 000,Ford Ranger Raptor,Diesel,100000.0,2022
130 000,BMW Série 4 Coupé Pack M,Essence,140000.0,2021
48 000,Mercedes-Benz Classe B,Essence,100000.0,2014
75 000,MG ZS Luxury,Essence,80000.0,2022
210 000,Land Rover Range Rover Evoque Hybride,Diesel,60000.0,2019
68 000,Renault Kadjar,Essence,70000.0,2019
56 000,Mazda 3 Sky active,Essence,103000.0,2017
398 000,Audi Q8 S_Line,Essence,16000.0,2021
173 000,Mercedes-Benz Classe C coupé AMG,Essence,50000.0,2019
Sous leasing                    78 000,MG ZS,Essence,35000.0,2022
40 000,Suzuki Baleno,Essence,160000.0,2017
95 000,KIA Sportage,Essence,69000.0,2019
69 000,Ford Kuga,Essence,100000.0,2017
119 000,Mercedes-Benz CLS AMG,Diesel,160000.0,2011
185 000,Mercedes-Benz GLA 180 Pack AMG,Essence,40000.0,2022
73 500,Seat Arona,Essence,26000.0,2021
71 000,Toyota Corolla,Essence,90000.0,2021
79 000,Haval H6 Luxury,Essence,115000.0,2020
125 000,Skoda Superb Ambassador,Essence,30000.0,2021
79 000,MG 6,Essence,22000.0,2021
189 000,Mercedes-Benz GLC Coupé AMG,Diesel,190000.0,2017
89 000,Mercedes-Benz Classe C 180 elegance,Essence,170000.0,2016
278 000,Mercedes-Benz GLC Coupé AMG,Hybride,69000.0,2020
135 000,Mercedes-Benz Classe E 180,Essence,90000.0,2018
42 000,Ssangyong Actyon Sports,Diesel,200000.0,2017
35 000,DS 3,Essence,138000.0,2012
97 000,Audi A3 Berline,Essence,17000.0,2020
43 000,Nissan Qashqai,Essence,147000.0,2011
90 000,BMW Série 5 Confort Luxury,Essence,200000.0,2015
101 000,Volkswagen Passat R-Line,Essence,100000.0,2019
125 000,Land Rover Discovery Sport,Diesel,160000.0,2017
44 500,Citroën C3 Shine,Essence,90000.0,2019
49 000,Volkswagen Amarok,Diesel,370000.0,2012
Sous leasing                    291 800,Mercedes-Benz Classe E Business,Essence,8000.0,2022
37 000,Mini 3 portes one,Essence,140000.0,2013
68 000,BMW Série 1,Essence,126000.0,2017
231 000,Toyota Hilux Double Cabine 4*4,Essence,3000.0,2024
97 000,Peugeot 2008 Allure,Essence,34000.0,2022
158 000,Mercedes-Benz Classe A AMG,Essence,20000.0,2022
106 000,Volkswagen Passat R-Line,Essence,60000.0,2020
90 000,Volkswagen Tiguan,Essence,60000.0,2018
99 000,Mercedes-Benz Classe C AMG,Essence,160000.0,2014
96 000,Chery Tiggo 8 Pro,Essence,80000.0,2022
47 000,BYD F3,Essence,10000.0,2022
44 500,Citroën C3 Shine,Essence,58000.0,2019
107 000,BMW Série 4 Coupé 420i Pack M,Essence,160000.0,2015
90 000,Audi Q3 S-line,Essence,100000.0,2017
109 000,Volkswagen Golf 8 United,Essence,26000.0,2020
35 000,Peugeot 208,Essence,60000.0,2020
59 000,Audi A5 Cabriolet S-line,Essence,120000.0,2010
135 000,Honda Accord,Essence,11000.0,2022
74 000,Volkswagen Golf 7,Essence,40000.0,2019
119 000,KIA Sportage,Essence,40000.0,2020
135 000,BMW Série 2 Gran Coupé 218i,Essence,21000.0,2022
46 000,Fiat Tipo 5 portes,Essence,75000.0,2018
Sous leasing                    150 600,Haval H6,Essence,13000.0,2022
52 000,Volkswagen Golf 7 Smartline,Essence,140000.0,2015
78 000,Haval H6 Luxury,Essence,90000.0,2019
40 000,Chevrolet Cruze,Essence,90000.0,2018
76 000,Volkswagen Golf 7,Essence,29000.0,2019
51 000,Mercedes-Benz Classe E 200,Essence,330000.0,2010
77 000,Mercedes-Benz Classe E e220,Diesel,330000.0,2011
145 000,Volkswagen Golf 8 R-Line,Essence,40000.0,2021
240 000,Mercedes-Benz Classe C AMG,Essence,16000.0,2023
Non dédouané                    212 000,Dodge RAM Rumble bee,Essence,65000.0,2019
81 000,Mercedes-Benz CLA,Essence,163000.0,2014
69 000,Haval H2 Luxury,Essence,40000.0,2019
86 000,Haval H6 Luxury,Essence,32000.0,2019
169 000,Mercedes-Benz CLA AMG,Essence,30000.0,2021
98 000,Mercedes-Benz Classe A 180d,Diesel,50000.0,2019
74 000,Volkswagen Golf 7,Essence,64000.0,2019
95 000,Audi A3 Sportback S-Line,Essence,70000.0,2019
205 000,Mercedes-Benz Classe C AMG,Essence,40000.0,2022
105 000,DS 7 Crossback Grand Chic,Essence,140000.0,2021
Sous leasing                    264 200,Mercedes-Benz Classe C AMG,Essence,50000.0,2022
84 000,Volkswagen Golf 7 Join,Essence,70000.0,2018
79 000,Mercedes-Benz CLA 220,Diesel,240000.0,2013
110 000,BMW X6 Pack M,Diesel,270000.0,2008
59 000,Audi A5 Cabriolet S-line,Essence,120000.0,2010
73 000,Seat Leon Style,Essence,65000.0,2020
37 500,Citroën Berlingo Utilitaire,Diesel,170000.0,2018
143 000,KIA Sportage,Essence,23000.0,2022
64 000,Volkswagen Golf 7,Essence,180000.0,2019
78 000,Mercedes-Benz Classe S Executive,Essence,170000.0,2008
128 000,Volkswagen Tiguan Confortline,Essence,33000.0,2020
80 000,Volkswagen Golf 7 R-Line,Essence,130000.0,2018
79 000,Hyundai Kona,Hybride,30000.0,2021
Sous leasing                    122 800,Seat Leon FR,Essence,70000.0,2022
53 000,Hyundai Grand i10,Essence,30000.0,2022
92 000,Peugeot 2008 GT_LINE,Essence,30000.0,2021
179 000,Mercedes-Benz Classe C coupé AMG,Essence,40000.0,2019
119 000,KIA Sportage GT-Line,Hybride,120000.0,2021
88 000,BMW Série 3 318i,Essence,117000.0,2017
